n = 1 | d = 1 | goodJ.size() = 0 | err = 0.0
n = 931 | d = 31 | goodJ.size() = 0 | err = 0.476906552094522
n = 931 | d = 41 | goodJ.size() = 1 | err = 0.49516648764769067
n = 931 | d = 51 | goodJ.size() = 1 | err = 0.4790547798066595
n = 931 | d = 61 | goodJ.size() = 1 | err = 0.49624060150375937
n = 931 | d = 71 | goodJ.size() = 0 | err = 0.4919441460794844
n = 931 | d = 81 | goodJ.size() = 0 | err = 0.5091299677765843
n = 931 | d = 91 | goodJ.size() = 3 | err = 0.476906552094522
n = 931 | d = 101 | goodJ.size() = 1 | err = 0.4908700322234157
n = 931 | d = 111 | goodJ.size() = 1 | err = 0.4983888292158969
n = 931 | d = 121 | goodJ.size() = 5 | err = 0.5252416756176155
n = 931 | d = 131 | goodJ.size() = 3 | err = 0.47798066595059074
n = 931 | d = 141 | goodJ.size() = 6 | err = 0.5091299677765843
n = 931 | d = 151 | goodJ.size() = 2 | err = 0.5069817400644469
n = 931 | d = 161 | goodJ.size() = 2 | err = 0.5123523093447905
n = 931 | d = 171 | goodJ.size() = 3 | err = 0.5198711063372717
n = 931 | d = 181 | goodJ.size() = 6 | err = 0.4983888292158969
n = 931 | d = 191 | goodJ.size() = 4 | err = 0.48549946294307195
n = 931 | d = 201 | goodJ.size() = 1 | err = 0.49301825993555315
n = 931 | d = 211 | goodJ.size() = 4 | err = 0.5005370569280344
n = 931 | d = 221 | goodJ.size() = 2 | err = 0.49516648764769067
n = 931 | d = 231 | goodJ.size() = 8 | err = 0.4897959183673469
n = 931 | d = 241 | goodJ.size() = 4 | err = 0.4822771213748657
n = 931 | d = 251 | goodJ.size() = 5 | err = 0.47261009667024706
n = 931 | d = 261 | goodJ.size() = 7 | err = 0.49516648764769067
n = 931 | d = 271 | goodJ.size() = 8 | err = 0.4693877551020408
n = 931 | d = 281 | goodJ.size() = 5 | err = 0.46509129967776586
n = 931 | d = 291 | goodJ.size() = 5 | err = 0.5295381310418904
n = 931 | d = 301 | goodJ.size() = 9 | err = 0.4833512352309345
n = 931 | d = 311 | goodJ.size() = 5 | err = 0.5220193340494093
n = 931 | d = 321 | goodJ.size() = 11 | err = 0.49624060150375937
n = 931 | d = 331 | goodJ.size() = 4 | err = 0.4919441460794844
n = 931 | d = 341 | goodJ.size() = 7 | err = 0.5241675617615467
n = 931 | d = 351 | goodJ.size() = 12 | err = 0.5241675617615467
n = 931 | d = 361 | goodJ.size() = 9 | err = 0.5273899033297529
n = 931 | d = 371 | goodJ.size() = 6 | err = 0.518796992481203
n = 931 | d = 381 | goodJ.size() = 6 | err = 0.5241675617615467
n = 931 | d = 391 | goodJ.size() = 5 | err = 0.5327604726100966
n = 931 | d = 401 | goodJ.size() = 14 | err = 0.48872180451127817
n = 931 | d = 411 | goodJ.size() = 7 | err = 0.5327604726100966
n = 931 | d = 421 | goodJ.size() = 5 | err = 0.518796992481203
n = 931 | d = 431 | goodJ.size() = 8 | err = 0.48872180451127817
n = 931 | d = 441 | goodJ.size() = 12 | err = 0.514500537056928
n = 931 | d = 451 | goodJ.size() = 4 | err = 0.5198711063372717
n = 931 | d = 461 | goodJ.size() = 6 | err = 0.48120300751879697
n = 931 | d = 471 | goodJ.size() = 8 | err = 0.48012889366272826
n = 931 | d = 481 | goodJ.size() = 9 | err = 0.4983888292158969
n = 931 | d = 491 | goodJ.size() = 7 | err = 0.4940923737916219
n = 931 | d = 501 | goodJ.size() = 11 | err = 0.5048335123523093
n = 931 | d = 511 | goodJ.size() = 13 | err = 0.49516648764769067
n = 931 | d = 521 | goodJ.size() = 13 | err = 0.5123523093447905
n = 931 | d = 531 | goodJ.size() = 14 | err = 0.5005370569280344
n = 931 | d = 541 | goodJ.size() = 10 | err = 0.5112781954887218
n = 931 | d = 551 | goodJ.size() = 13 | err = 0.505907626208378
n = 931 | d = 561 | goodJ.size() = 11 | err = 0.5026852846401718
n = 931 | d = 571 | goodJ.size() = 7 | err = 0.49624060150375937
n = 931 | d = 581 | goodJ.size() = 11 | err = 0.5134264232008593
n = 931 | d = 591 | goodJ.size() = 12 | err = 0.5166487647690655
n = 931 | d = 601 | goodJ.size() = 13 | err = 0.4758324382384533
n = 931 | d = 611 | goodJ.size() = 15 | err = 0.5102040816326531
n = 931 | d = 621 | goodJ.size() = 12 | err = 0.5209452201933404
n = 931 | d = 631 | goodJ.size() = 7 | err = 0.505907626208378
n = 931 | d = 641 | goodJ.size() = 8 | err = 0.47046186895810954
n = 931 | d = 651 | goodJ.size() = 18 | err = 0.5037593984962406
n = 931 | d = 661 | goodJ.size() = 25 | err = 0.48120300751879697
n = 931 | d = 671 | goodJ.size() = 15 | err = 0.48764769065520946
n = 931 | d = 681 | goodJ.size() = 16 | err = 0.47368421052631576
n = 931 | d = 691 | goodJ.size() = 10 | err = 0.48872180451127817
n = 931 | d = 701 | goodJ.size() = 17 | err = 0.4908700322234157
n = 931 | d = 711 | goodJ.size() = 15 | err = 0.4908700322234157
n = 931 | d = 721 | goodJ.size() = 7 | err = 0.4865735767991407
n = 931 | d = 731 | goodJ.size() = 22 | err = 0.4833512352309345
n = 931 | d = 741 | goodJ.size() = 22 | err = 0.4940923737916219
n = 931 | d = 751 | goodJ.size() = 22 | err = 0.48549946294307195
n = 931 | d = 761 | goodJ.size() = 11 | err = 0.48120300751879697
n = 931 | d = 771 | goodJ.size() = 16 | err = 0.4844253490870032
n = 931 | d = 781 | goodJ.size() = 20 | err = 0.5037593984962406
n = 931 | d = 791 | goodJ.size() = 17 | err = 0.4983888292158969
n = 931 | d = 801 | goodJ.size() = 17 | err = 0.5112781954887218
n = 931 | d = 811 | goodJ.size() = 18 | err = 0.4865735767991407
n = 931 | d = 821 | goodJ.size() = 23 | err = 0.48764769065520946
n = 931 | d = 831 | goodJ.size() = 17 | err = 0.4865735767991407
n = 931 | d = 841 | goodJ.size() = 14 | err = 0.5037593984962406
n = 931 | d = 851 | goodJ.size() = 16 | err = 0.5123523093447905
n = 931 | d = 861 | goodJ.size() = 22 | err = 0.47798066595059074
n = 931 | d = 871 | goodJ.size() = 16 | err = 0.49516648764769067
n = 931 | d = 881 | goodJ.size() = 24 | err = 0.48012889366272826
n = 931 | d = 891 | goodJ.size() = 18 | err = 0.5252416756176155
n = 931 | d = 901 | goodJ.size() = 19 | err = 0.5080558539205156
n = 931 | d = 911 | goodJ.size() = 20 | err = 0.5048335123523093
n = 931 | d = 921 | goodJ.size() = 26 | err = 0.5209452201933404
n = 931 | d = 931 | goodJ.size() = 20 | err = 0.4940923737916219
n = 931 | d = 941 | goodJ.size() = 20 | err = 0.48764769065520946
n = 931 | d = 951 | goodJ.size() = 21 | err = 0.5316863587540279
n = 931 | d = 961 | goodJ.size() = 19 | err = 0.4822771213748657
n = 931 | d = 971 | goodJ.size() = 19 | err = 0.4758324382384533
n = 931 | d = 981 | goodJ.size() = 24 | err = 0.4983888292158969
n = 931 | d = 991 | goodJ.size() = 23 | err = 0.5080558539205156
n = 941 | d = 1 | goodJ.size() = 0 | err = 0.49734325185972367
n = 941 | d = 11 | goodJ.size() = 0 | err = 0.5111583421891605
n = 941 | d = 21 | goodJ.size() = 1 | err = 0.5069075451647184
n = 941 | d = 31 | goodJ.size() = 0 | err = 0.5015940488841657
n = 941 | d = 41 | goodJ.size() = 0 | err = 0.47821466524973427
n = 941 | d = 51 | goodJ.size() = 3 | err = 0.5239107332624867
n = 941 | d = 61 | goodJ.size() = 1 | err = 0.4856535600425079
n = 941 | d = 71 | goodJ.size() = 1 | err = 0.5111583421891605
n = 941 | d = 81 | goodJ.size() = 2 | err = 0.5015940488841657
n = 941 | d = 91 | goodJ.size() = 3 | err = 0.5154091392136025
n = 941 | d = 101 | goodJ.size() = 0 | err = 0.518597236981934
n = 941 | d = 111 | goodJ.size() = 3 | err = 0.4888416578108395
n = 941 | d = 121 | goodJ.size() = 2 | err = 0.4803400637619553
n = 941 | d = 131 | goodJ.size() = 6 | err = 0.5100956429330499
n = 941 | d = 141 | goodJ.size() = 3 | err = 0.5058448459086078
n = 941 | d = 151 | goodJ.size() = 3 | err = 0.48990435706695
n = 941 | d = 161 | goodJ.size() = 2 | err = 0.48990435706695
n = 941 | d = 171 | goodJ.size() = 2 | err = 0.49202975557917106
n = 941 | d = 181 | goodJ.size() = 6 | err = 0.5015940488841657
n = 941 | d = 191 | goodJ.size() = 2 | err = 0.5111583421891605
n = 941 | d = 201 | goodJ.size() = 4 | err = 0.5249734325185972
n = 941 | d = 211 | goodJ.size() = 2 | err = 0.4835281615302869
n = 941 | d = 221 | goodJ.size() = 6 | err = 0.48671625929861845
n = 941 | d = 231 | goodJ.size() = 4 | err = 0.4792773645058448
n = 941 | d = 241 | goodJ.size() = 6 | err = 0.4994686503719447
n = 941 | d = 251 | goodJ.size() = 5 | err = 0.48990435706695
n = 941 | d = 261 | goodJ.size() = 4 | err = 0.5015940488841657
n = 941 | d = 271 | goodJ.size() = 4 | err = 0.5111583421891605
n = 941 | d = 281 | goodJ.size() = 2 | err = 0.4930924548352816
n = 941 | d = 291 | goodJ.size() = 3 | err = 0.4994686503719447
n = 941 | d = 301 | goodJ.size() = 5 | err = 0.4994686503719447
n = 941 | d = 311 | goodJ.size() = 4 | err = 0.47502656748140276
n = 941 | d = 321 | goodJ.size() = 8 | err = 0.5037194473963867
n = 941 | d = 331 | goodJ.size() = 6 | err = 0.4930924548352816
n = 941 | d = 341 | goodJ.size() = 11 | err = 0.49202975557917106
n = 941 | d = 351 | goodJ.size() = 11 | err = 0.49096705632306054
n = 941 | d = 361 | goodJ.size() = 9 | err = 0.49628055260361315
n = 941 | d = 371 | goodJ.size() = 8 | err = 0.4952178533475026
n = 941 | d = 381 | goodJ.size() = 6 | err = 0.518597236981934
n = 941 | d = 391 | goodJ.size() = 7 | err = 0.5090329436769394
n = 941 | d = 401 | goodJ.size() = 9 | err = 0.49628055260361315
n = 941 | d = 411 | goodJ.size() = 6 | err = 0.5207226354941551
n = 941 | d = 421 | goodJ.size() = 6 | err = 0.4930924548352816
n = 941 | d = 431 | goodJ.size() = 7 | err = 0.47396386822529224
n = 941 | d = 441 | goodJ.size() = 14 | err = 0.48246546227417636
n = 941 | d = 451 | goodJ.size() = 12 | err = 0.5058448459086078
n = 941 | d = 461 | goodJ.size() = 9 | err = 0.5100956429330499
n = 941 | d = 471 | goodJ.size() = 12 | err = 0.5058448459086078
n = 941 | d = 481 | goodJ.size() = 16 | err = 0.5047821466524973
n = 941 | d = 491 | goodJ.size() = 11 | err = 0.4994686503719447
n = 941 | d = 501 | goodJ.size() = 6 | err = 0.5175345377258236
n = 941 | d = 511 | goodJ.size() = 9 | err = 0.4930924548352816
n = 941 | d = 521 | goodJ.size() = 13 | err = 0.4835281615302869
n = 941 | d = 531 | goodJ.size() = 11 | err = 0.4856535600425079
n = 941 | d = 541 | goodJ.size() = 11 | err = 0.5196599362380446
n = 941 | d = 551 | goodJ.size() = 9 | err = 0.4729011689691817
n = 941 | d = 561 | goodJ.size() = 6 | err = 0.4803400637619553
n = 941 | d = 571 | goodJ.size() = 13 | err = 0.5270988310308182
n = 941 | d = 581 | goodJ.size() = 8 | err = 0.5100956429330499
n = 941 | d = 591 | goodJ.size() = 14 | err = 0.5058448459086078
n = 941 | d = 601 | goodJ.size() = 11 | err = 0.4718384697130712
n = 941 | d = 611 | goodJ.size() = 12 | err = 0.5196599362380446
n = 941 | d = 621 | goodJ.size() = 22 | err = 0.5090329436769394
n = 941 | d = 631 | goodJ.size() = 9 | err = 0.4984059511158342
n = 941 | d = 641 | goodJ.size() = 10 | err = 0.4760892667375133
n = 941 | d = 651 | goodJ.size() = 12 | err = 0.5111583421891605
n = 941 | d = 661 | goodJ.size() = 18 | err = 0.5207226354941551
n = 941 | d = 671 | goodJ.size() = 7 | err = 0.5005313496280552
n = 941 | d = 681 | goodJ.size() = 11 | err = 0.5292242295430393
n = 941 | d = 691 | goodJ.size() = 15 | err = 0.5026567481402763
n = 941 | d = 701 | goodJ.size() = 13 | err = 0.5015940488841657
n = 941 | d = 711 | goodJ.size() = 18 | err = 0.48990435706695
n = 941 | d = 721 | goodJ.size() = 19 | err = 0.48671625929861845
n = 941 | d = 731 | goodJ.size() = 18 | err = 0.4930924548352816
n = 941 | d = 741 | goodJ.size() = 14 | err = 0.5100956429330499
n = 941 | d = 751 | goodJ.size() = 27 | err = 0.4845908607863974
n = 941 | d = 761 | goodJ.size() = 17 | err = 0.5196599362380446
n = 941 | d = 771 | goodJ.size() = 18 | err = 0.49734325185972367
n = 941 | d = 781 | goodJ.size() = 20 | err = 0.5037194473963867
n = 941 | d = 791 | goodJ.size() = 22 | err = 0.514346439957492
n = 941 | d = 801 | goodJ.size() = 16 | err = 0.5015940488841657
n = 941 | d = 811 | goodJ.size() = 13 | err = 0.5026567481402763
n = 941 | d = 821 | goodJ.size() = 11 | err = 0.5005313496280552
n = 941 | d = 831 | goodJ.size() = 16 | err = 0.5047821466524973
n = 941 | d = 841 | goodJ.size() = 18 | err = 0.5292242295430393
n = 941 | d = 851 | goodJ.size() = 13 | err = 0.5047821466524973
n = 941 | d = 861 | goodJ.size() = 19 | err = 0.514346439957492
n = 941 | d = 871 | goodJ.size() = 15 | err = 0.5069075451647184
n = 941 | d = 881 | goodJ.size() = 18 | err = 0.514346439957492
n = 941 | d = 891 | goodJ.size() = 25 | err = 0.5058448459086078
n = 941 | d = 901 | goodJ.size() = 18 | err = 0.518597236981934
n = 941 | d = 911 | goodJ.size() = 24 | err = 0.5239107332624867
n = 941 | d = 921 | goodJ.size() = 20 | err = 0.4675876726886291
n = 941 | d = 931 | goodJ.size() = 9 | err = 0.48671625929861845
n = 941 | d = 941 | goodJ.size() = 24 | err = 0.4835281615302869
n = 941 | d = 951 | goodJ.size() = 22 | err = 0.4941551540913921
n = 941 | d = 961 | goodJ.size() = 20 | err = 0.49628055260361315
n = 941 | d = 971 | goodJ.size() = 26 | err = 0.5069075451647184
n = 941 | d = 981 | goodJ.size() = 24 | err = 0.5334750265674814
n = 941 | d = 991 | goodJ.size() = 29 | err = 0.461211477151966
n = 951 | d = 1 | goodJ.size() = 0 | err = 0.5036803364879074
n = 951 | d = 11 | goodJ.size() = 0 | err = 0.47423764458464773
n = 951 | d = 21 | goodJ.size() = 0 | err = 0.4942166140904311
n = 951 | d = 31 | goodJ.size() = 0 | err = 0.5215562565720294
n = 951 | d = 41 | goodJ.size() = 0 | err = 0.4952681388012618
n = 951 | d = 51 | goodJ.size() = 1 | err = 0.480546792849632
n = 951 | d = 61 | goodJ.size() = 0 | err = 0.4784437434279705
n = 951 | d = 71 | goodJ.size() = 0 | err = 0.5068349106203995
n = 951 | d = 81 | goodJ.size() = 1 | err = 0.491062039957939
n = 951 | d = 91 | goodJ.size() = 1 | err = 0.5005257623554153
n = 951 | d = 101 | goodJ.size() = 2 | err = 0.5110410094637223
n = 951 | d = 111 | goodJ.size() = 2 | err = 0.480546792849632
n = 951 | d = 121 | goodJ.size() = 3 | err = 0.5120925341745531
n = 951 | d = 131 | goodJ.size() = 1 | err = 0.5162986330178759
n = 951 | d = 141 | goodJ.size() = 4 | err = 0.48475289169295477
n = 951 | d = 151 | goodJ.size() = 3 | err = 0.4963196635120925
n = 951 | d = 161 | goodJ.size() = 2 | err = 0.4815983175604627
n = 951 | d = 171 | goodJ.size() = 6 | err = 0.5036803364879074
n = 951 | d = 181 | goodJ.size() = 4 | err = 0.47213459516298634
n = 951 | d = 191 | goodJ.size() = 1 | err = 0.47634069400630913
n = 951 | d = 201 | goodJ.size() = 6 | err = 0.47634069400630913
n = 951 | d = 211 | goodJ.size() = 4 | err = 0.4773922187171398
n = 951 | d = 221 | goodJ.size() = 6 | err = 0.5141955835962145
n = 951 | d = 231 | goodJ.size() = 5 | err = 0.5026288117770767
n = 951 | d = 241 | goodJ.size() = 3 | err = 0.5152471083070452
n = 951 | d = 251 | goodJ.size() = 7 | err = 0.49947423764458465
n = 951 | d = 261 | goodJ.size() = 2 | err = 0.48580441640378547
n = 951 | d = 271 | goodJ.size() = 6 | err = 0.4900105152471083
n = 951 | d = 281 | goodJ.size() = 4 | err = 0.5099894847528916
n = 951 | d = 291 | goodJ.size() = 6 | err = 0.519453207150368
n = 951 | d = 301 | goodJ.size() = 10 | err = 0.5141955835962145
n = 951 | d = 311 | goodJ.size() = 8 | err = 0.47423764458464773
n = 951 | d = 321 | goodJ.size() = 3 | err = 0.48475289169295477
n = 951 | d = 331 | goodJ.size() = 14 | err = 0.5036803364879074
n = 951 | d = 341 | goodJ.size() = 9 | err = 0.5057833859095688
n = 951 | d = 351 | goodJ.size() = 11 | err = 0.5036803364879074
n = 951 | d = 361 | goodJ.size() = 5 | err = 0.4973711882229232
n = 951 | d = 371 | goodJ.size() = 11 | err = 0.5383806519453207
n = 951 | d = 381 | goodJ.size() = 9 | err = 0.4973711882229232
n = 951 | d = 391 | goodJ.size() = 12 | err = 0.4700315457413249
n = 951 | d = 401 | goodJ.size() = 7 | err = 0.4900105152471083
n = 951 | d = 411 | goodJ.size() = 16 | err = 0.5036803364879074
n = 951 | d = 421 | goodJ.size() = 10 | err = 0.48475289169295477
n = 951 | d = 431 | goodJ.size() = 4 | err = 0.5205047318611987
n = 951 | d = 441 | goodJ.size() = 7 | err = 0.48580441640378547
n = 951 | d = 451 | goodJ.size() = 12 | err = 0.5268138801261829
n = 951 | d = 461 | goodJ.size() = 8 | err = 0.48370136698212407
n = 951 | d = 471 | goodJ.size() = 9 | err = 0.4942166140904311
n = 951 | d = 481 | goodJ.size() = 15 | err = 0.5026288117770767
n = 951 | d = 491 | goodJ.size() = 10 | err = 0.5047318611987381
n = 951 | d = 501 | goodJ.size() = 13 | err = 0.5047318611987381
n = 951 | d = 511 | goodJ.size() = 12 | err = 0.5131440588853838
n = 951 | d = 521 | goodJ.size() = 11 | err = 0.4710830704521556
n = 951 | d = 531 | goodJ.size() = 7 | err = 0.5205047318611987
n = 951 | d = 541 | goodJ.size() = 13 | err = 0.4931650893796004
n = 951 | d = 551 | goodJ.size() = 20 | err = 0.5131440588853838
n = 951 | d = 561 | goodJ.size() = 6 | err = 0.5078864353312302
n = 951 | d = 571 | goodJ.size() = 12 | err = 0.4973711882229232
n = 951 | d = 581 | goodJ.size() = 11 | err = 0.5005257623554153
n = 951 | d = 591 | goodJ.size() = 12 | err = 0.5184016824395373
n = 951 | d = 601 | goodJ.size() = 18 | err = 0.48790746582544686
n = 951 | d = 611 | goodJ.size() = 22 | err = 0.49947423764458465
n = 951 | d = 621 | goodJ.size() = 11 | err = 0.5173501577287066
n = 951 | d = 631 | goodJ.size() = 18 | err = 0.5036803364879074
n = 951 | d = 641 | goodJ.size() = 16 | err = 0.4773922187171398
n = 951 | d = 651 | goodJ.size() = 12 | err = 0.4942166140904311
n = 951 | d = 661 | goodJ.size() = 10 | err = 0.5005257623554153
n = 951 | d = 671 | goodJ.size() = 15 | err = 0.5005257623554153
n = 951 | d = 681 | goodJ.size() = 21 | err = 0.4942166140904311
n = 951 | d = 691 | goodJ.size() = 11 | err = 0.4942166140904311
n = 951 | d = 701 | goodJ.size() = 7 | err = 0.5205047318611987
n = 951 | d = 711 | goodJ.size() = 20 | err = 0.5036803364879074
n = 951 | d = 721 | goodJ.size() = 16 | err = 0.4900105152471083
n = 951 | d = 731 | goodJ.size() = 18 | err = 0.4900105152471083
n = 951 | d = 741 | goodJ.size() = 8 | err = 0.5320715036803365
n = 951 | d = 751 | goodJ.size() = 22 | err = 0.5047318611987381
n = 951 | d = 761 | goodJ.size() = 19 | err = 0.5068349106203995
n = 951 | d = 771 | goodJ.size() = 18 | err = 0.4794952681388012
n = 951 | d = 781 | goodJ.size() = 20 | err = 0.49947423764458465
n = 951 | d = 791 | goodJ.size() = 23 | err = 0.49842271293375395
n = 951 | d = 801 | goodJ.size() = 20 | err = 0.4921135646687697
n = 951 | d = 811 | goodJ.size() = 15 | err = 0.4952681388012618
n = 951 | d = 821 | goodJ.size() = 20 | err = 0.47528916929547843
n = 951 | d = 831 | goodJ.size() = 14 | err = 0.5036803364879074
n = 951 | d = 841 | goodJ.size() = 24 | err = 0.5184016824395373
n = 951 | d = 851 | goodJ.size() = 26 | err = 0.5110410094637223
n = 951 | d = 861 | goodJ.size() = 21 | err = 0.49947423764458465
n = 951 | d = 871 | goodJ.size() = 14 | err = 0.47213459516298634
n = 951 | d = 881 | goodJ.size() = 23 | err = 0.480546792849632
n = 951 | d = 891 | goodJ.size() = 18 | err = 0.4942166140904311
n = 951 | d = 901 | goodJ.size() = 22 | err = 0.4963196635120925
n = 951 | d = 911 | goodJ.size() = 19 | err = 0.4794952681388012
n = 951 | d = 921 | goodJ.size() = 27 | err = 0.4900105152471083
n = 951 | d = 931 | goodJ.size() = 25 | err = 0.5089379600420609
n = 951 | d = 941 | goodJ.size() = 26 | err = 0.5289169295478443
n = 951 | d = 951 | goodJ.size() = 27 | err = 0.5141955835962145
n = 951 | d = 961 | goodJ.size() = 19 | err = 0.5152471083070452
n = 951 | d = 971 | goodJ.size() = 24 | err = 0.5215562565720294
n = 951 | d = 981 | goodJ.size() = 24 | err = 0.5089379600420609
n = 951 | d = 991 | goodJ.size() = 22 | err = 0.5268138801261829
n = 961 | d = 1 | goodJ.size() = 0 | err = 0.5119667013527576
